gene_name	panacota	panaroo	panaroodefault	roarydefault
gene_3784	KLPN_ST2588004	group_8178	group_8924	group_1628
gene_3785	KLPN_ST2588005	group_2284	group_2162	group_11389
gene_3786	KLPN_ST2588006	group_3290	group_3106	mgtC
gene_3787	KLPN_ST2588007	pucI	pucI	pucI
gene_3788	KLPN_ST258800	yccX	yccX	yccX
gene_3789	KLPN_ST2588012	group_6108	group_6530	trpE
gene_3790	KLPN_ST2588013	chbC	chbC	chbC
gene_3791	KLPN_ST2588014	ydjE_1~~~ydjE_3~~~ydjE_4	ydjE_1~~~ydjE_3~~~ydjE_4	group_3416
gene_3792	KLPN_ST2588015	nimR_1	nimR_1	group_10004
gene_3793	KLPN_ST2588016	rluE	rluE	rluE
gene_3794	KLPN_ST2588017	group_2664	group_2535	thiK
gene_3795	KLPN_ST2588018	group_1880	group_1753	solA
gene_3796	KLPN_ST2588019	group_4764	group_4524	rutC_2
gene_3797	KLPN_ST258801	group_1658	group_1542	amaB_1
gene_3798	KLPN_ST2588020	group_2811	group_2682	appY
gene_3799	KLPN_ST2588021	group_1827	group_1703	ycaD_2
gene_3800	KLPN_ST2588022	group_4089	group_3854	ybjP
gene_3801	KLPN_ST2588023	group_7744	group_8260	NA
gene_3802	KLPN_ST2588024	ybiS	ybiS	ybiS
gene_3803	KLPN_ST2588025	ybhR_2~~~ybhR_3	ybhR_2~~~ybhR_3	ybhR_1
gene_3804	KLPN_ST2588026	group_7184	group_7607	group_5131
gene_3805	KLPN_ST2588027	group_3228	group_3050	tolQ
gene_3806	KLPN_ST2588028	nadD_1~~~nadD_2	nadD_1~~~nadD_2	nadD
gene_3807	KLPN_ST2588029	xylG_2	xylG_2	xylG_1
gene_3808	KLPN_ST258802	group_3019	group_2865	pflA
gene_3809	KLPN_ST2588032	group_6573	group_6992	group_8434
gene_3810	KLPN_ST2588033	group_2175	group_2050	dcyD
gene_3811	KLPN_ST2588034	group_948	group_6936	group_7738
gene_3812	KLPN_ST2588035	group_5921	group_6335	group_19192
gene_3813	KLPN_ST2588036	gltR_2~~~gltR	gltR_2~~~gltR	gltR_2
gene_3814	KLPN_ST2588037	group_6730	group_7148	group_9852
gene_3815	KLPN_ST2588038	group_1558	group_1446	iaaH
gene_3816	KLPN_ST2588039	group_4185	group_3949	paaD
gene_3817	KLPN_ST2588040	group_3336	group_3144	metI_2
gene_3818	KLPN_ST2588041	group_7119	group_7538	group_9950
gene_3819	KLPN_ST2588042	group_5564	group_5590	group_11919
gene_3820	KLPN_ST2588043	group_2357	group_2234	speB
gene_3821	KLPN_ST2588044	group_1765	group_1642	ubiH
gene_3822	KLPN_ST2588045	group_6609	group_7029	group_7921
gene_3823	KLPN_ST2588046	group_2110	group_1985	ascG_3
gene_3824	KLPN_ST2588047	group_3878	group_3643	group_19379
gene_3825	KLPN_ST2588048	hoxN	hoxN	hoxN
gene_3826	KLPN_ST2588049	ygaZ_1	ygaZ_1	ygaZ_1
gene_3827	KLPN_ST258804	group_3173	group_2999	ddpF
gene_3828	KLPN_ST2588050	group_6782	group_8791	group_5688
gene_3829	KLPN_ST2588052	bamE	bamE	bamE
gene_3830	KLPN_ST2588053	group_3242	group_3064	ung
gene_3831	KLPN_ST2588054	yphB_1~~~yphB_2~~~yphB	yphB_1~~~yphB_2~~~yphB	yphB
gene_3832	KLPN_ST2588055	group_8152	group_8898	group_4055
gene_3833	KLPN_ST2588056	group_1634	group_1518	dadA_1
gene_3834	KLPN_ST2588057	group_4743	group_4504	group_11502
gene_3835	KLPN_ST2588058	group_784	group_5316	group_11345
gene_3836	KLPN_ST2588059	group_1605	group_1492	tyrS
gene_3837	KLPN_ST2588060	group_1048	group_5750	NA
gene_3838	KLPN_ST2588061	group_6692	group_7110	group_8331
gene_3839	KLPN_ST2588062	group_6940	group_7365	group_19415
gene_3840	KLPN_ST2588065	group_2047	group_1921	astA_1
gene_3841	KLPN_ST2588066	group_5050	group_4803	group_19194
gene_3842	KLPN_ST2588067	group_3500	group_3281	leuE
gene_3843	KLPN_ST2588068	group_3108	group_2940	pnuC
gene_3844	KLPN_ST2588069	group_6430	group_6849	group_19155
gene_3845	KLPN_ST2588070	group_3083	group_2921	glnQ_2
gene_3846	KLPN_ST2588071	group_4453	group_4225	ivy
gene_3847	KLPN_ST2588072	group_4882	group_4641	NA
gene_3848	KLPN_ST2588073	group_1355	group_1263	steT
gene_3849	KLPN_ST2588074	group_568	group_2006	speA
gene_3850	KLPN_ST2588075	group_1550	group_1438	pepP
gene_3851	KLPN_ST2588076	pgrR_4	pgrR_4	pgrR_1
gene_3852	KLPN_ST2588077	group_134	group_193	group_9560
gene_3853	KLPN_ST2588078	group_390	group_473	group_11542
gene_3854	KLPN_ST2588079	srlE_2~~~srlE_1	srlE_2~~~srlE_1	srlE
gene_3855	KLPN_ST2588080	gabR_3~~~gabR_1	gabR_3~~~gabR_1	gabR_1
gene_3856	KLPN_ST2588081	group_2400	group_2278	group_11856
gene_3857	KLPN_ST2588082	group_2901	group_2764	trmD
gene_3858	KLPN_ST2588083	group_2508	group_957	lepA
gene_3859	KLPN_ST2588092	group_4918	group_4678	group_11357
gene_3860	KLPN_ST2588093	group_6649	group_7069	group_9347
gene_3861	KLPN_ST2588094	group_7755	group_8272	cynR_3
gene_3862	KLPN_ST2588095	group_2822	group_2692	znuB
gene_3863	KLPN_ST2588096	group_3070	group_2910	ubiG
gene_3864	KLPN_ST2588098	group_2862	group_2728	group_20569
gene_3865	KLPN_ST2588099	murR_1	group_5239	murR
gene_3866	KLPN_ST2588100	group_2071	group_1944	mdtN
gene_3867	KLPN_ST2588101	group_6024	group_6446	group_9547
gene_3868	KLPN_ST2588102	gudP_4~~~lgoT_2	gudP_4~~~lgoT_2	sauU
gene_3869	KLPN_ST2588103	group_1636	group_1520	nupG
gene_3870	KLPN_ST2588104	group_1371	group_1279	group_11915
gene_3871	KLPN_ST2588105	group_6966	group_7389	group_9185
gene_3872	KLPN_ST2588107	rhmD	rhmD	rhmD_1
gene_3873	KLPN_ST2588108	group_1587	group_1474	group_19795
gene_3874	KLPN_ST2588109	group_2136	group_2010	mglB
gene_3875	KLPN_ST2588110	group_1504	group_1398	adeQ
gene_3876	KLPN_ST2588111	group_6857	group_7285	group_7453
gene_3877	KLPN_ST2588112	group_8186	group_8932	group_11807
gene_3878	KLPN_ST2588113	group_3265	group_3084	pcaI
gene_3879	KLPN_ST2588114	group_4284	group_4057	group_11767
gene_3880	KLPN_ST2588115	group_1410	group_1313	paaH
gene_3881	KLPN_ST2588116	pheP_2~~~aroP_3~~~aroP_1~~~aroP_2	pheP_2~~~aroP_3~~~aroP_1~~~aroP_2	aroP_2
gene_3882	KLPN_ST2588117	yciF	yciF	yciF
gene_3883	KLPN_ST2588118	ycfS	ycfS	ycfS
gene_3884	KLPN_ST2588119	group_2345	group_2222	yceM
gene_3885	KLPN_ST2588120	nupC_1~~~nupC_3~~~nupC_2	nupC_1~~~nupC_3~~~nupC_2	nupC_2
gene_3886	KLPN_ST2588121	yeaX_1~~~yeaX_2	yeaX_1~~~yeaX_2	yeaX_2
gene_3887	KLPN_ST2588123	rpsA	rpsA	rpsA
gene_3888	KLPN_ST2588124	group_3412	group_3205	nfsB
gene_3889	KLPN_ST2588125	group_3713	group_3484	group_11773
gene_3890	KLPN_ST2588126	rnc_1	group_5232	rnc
gene_3891	KLPN_ST2588127	group_5206	group_4957	iscA
gene_3892	KLPN_ST2588139	group_6128	group_6551	pspB
gene_3893	KLPN_ST2588142	group_6615	group_7037	group_8341
gene_3894	KLPN_ST2588143	pspD	pspD	pspD
gene_3895	KLPN_ST2588144	group_2152	group_2027	gapA
gene_3896	KLPN_ST2588145	group_3395	group_3190	group_19202
gene_3897	KLPN_ST258815	por_3~~~por_1~~~por_2	por_3~~~por_1~~~por_2	por_2
gene_3898	KLPN_ST258823	rhaS_12~~~rhaR_3	rhaS_12~~~rhaR_3	group_443
gene_3899	KLPN_ST2588270	menH_2	menH_2	group_7666
gene_3900	KLPN_ST2588323	yfdC_2~~~yfdC_1~~~yfdC	yfdC_2~~~yfdC_1~~~yfdC	yfdC
gene_3901	KLPN_ST2588335	group_4456	group_4228	group_19387
gene_3902	KLPN_ST2588336	group_2552	group_2429	group_9956
gene_3903	KLPN_ST2588337	group_3694	group_3463	slmA
gene_3904	KLPN_ST2588338	trmL_1	trmL_1	trmL_1
gene_3905	KLPN_ST2588339	yheS_2	yheS_2	ettA_1
gene_3906	KLPN_ST2588340	glpD	glpD	glpD
gene_3907	KLPN_ST2588341	tusB	tusB	tusB
gene_3908	KLPN_ST2588342	group_7268	group_7682	group_9982
gene_3909	KLPN_ST2588343	aaeX	aaeX	aaeX
gene_3910	KLPN_ST2588344	lptA	lptA	lptA
gene_3911	KLPN_ST2588345	group_2373	group_2248	lacC_2
gene_3912	KLPN_ST2588346	ygjP	ygjP	ygjP
gene_3913	KLPN_ST2588347	hdeD	hdeD	hdeD
gene_3914	KLPN_ST2588348	group_1800	group_1676	ygiC
gene_3915	KLPN_ST2588349	group_3849	group_3616	group_20310
gene_3916	KLPN_ST2588350	group_486	group_601	group_11907
gene_3917	KLPN_ST2588351	group_6584	group_866	group_64
gene_3918	KLPN_ST2588352	group_1813	group_1688	metK
gene_3919	KLPN_ST2588353	group_3749	group_3517	group_20266
gene_3920	KLPN_ST2588354	group_5329	group_5085	group_11566
gene_3921	KLPN_ST2588355	mrkD_2~~~mrkD_1~~~mrkD_3	mrkD_2~~~mrkD_1~~~mrkD_3	NA
gene_3922	KLPN_ST2588356	aas_2~~~aas~~~aas_1	aas_2~~~aas~~~aas_1	aas
gene_3923	KLPN_ST2588357	group_788	group_5485	group_19169
gene_3924	KLPN_ST2588358	cobT_1	cobT_1	cobT_1
gene_3925	KLPN_ST2588359	yqcC	yqcC	yqcC
gene_3926	KLPN_ST258835	mlaF_1~~~mlaF_2~~~mlaF	mlaF_1~~~mlaF_2~~~mlaF	mlaF
gene_3927	KLPN_ST2588360	lamB_2~~~lamB_1~~~scrY_1	lamB_2~~~lamB_1~~~scrY_1	scrY_1
gene_3928	KLPN_ST2588361	srlB_2~~~srlB_1	srlB_2~~~srlB_1	srlB
gene_3929	KLPN_ST2588362	group_4549	group_4323	group_11547
gene_3930	KLPN_ST2588363	gbuA_1~~~gbuA~~~gbuA_2	gbuA_1~~~gbuA~~~gbuA_2	gbuA
gene_3931	KLPN_ST2588364	group_3912	group_3682	rimM
gene_3932	KLPN_ST2588365	group_4278	group_4051	rseC
gene_3933	KLPN_ST2588366	iscR	iscR	iscR
gene_3934	KLPN_ST2588369	uraA_2~~~uraA_1	uraA_2~~~uraA_1	uraA
gene_3935	KLPN_ST2588370	ftsA_1~~~ftsA_2	ftsA_1~~~ftsA_2	ftsA_1
gene_3936	KLPN_ST2588371	group_2137	group_2011	group_20098
gene_3937	KLPN_ST2588372	yfcA	yfcA	yfcA
gene_3938	KLPN_ST2588373	group_4203	group_3967	group_20846
gene_3939	KLPN_ST2588374	rhmD_2	rhmD_2	rhmD_2
gene_3940	KLPN_ST2588375	group_3688	group_3457	nudK_1
gene_3941	KLPN_ST2588376	galS	galS	galS
gene_3942	KLPN_ST2588377	dmlR_8	dmlR_8	dmlR_1
gene_3943	KLPN_ST2588378	group_7862	group_8444	group_7454
gene_3944	KLPN_ST2588379	group_1900	group_1772	ahcY
gene_3945	KLPN_ST2588380	group_273	group_416	group_6967
gene_3946	KLPN_ST2588381	rcsA~~~rcsA_2~~~rcsA_1	rcsA~~~rcsA_2~~~rcsA_1	rcsA
gene_3947	KLPN_ST2588382	cutC_1	cutC_1	cutC
gene_3948	KLPN_ST2588383	slp	slp	slp
gene_3949	KLPN_ST2588384	tdcE_2~~~tdcE~~~tdcE_1	tdcE_2~~~tdcE~~~tdcE_1	NA
gene_3950	KLPN_ST2588387	group_7837	group_8387	NA
gene_3951	KLPN_ST2588388	group_7441	group_7843	group_8343
gene_3952	KLPN_ST2588389	ycjX	ycjX	ycjX
gene_3953	KLPN_ST2588392	yciH	yciH	yciH
gene_3954	KLPN_ST2588393	fiu_2~~~fiu_1~~~fiu	fiu_2~~~fiu_1~~~fiu	fiu
gene_3955	KLPN_ST2588394	ydjZ	ydjZ	ydjZ
gene_3956	KLPN_ST2588395	yeaD	yeaD	yeaD
gene_3957	KLPN_ST2588396	group_7730	group_8245	group_4821
gene_3958	KLPN_ST2588397	ydcV_1	ydcV_1	group_20370
gene_3959	KLPN_ST2588398	group_2326	group_2202	fabD_1
gene_3960	KLPN_ST2588399	group_3894	group_3664	ycdY
gene_3961	KLPN_ST2588400	plaP_1~~~puuP	plaP_1~~~puuP	puuP
gene_3962	KLPN_ST2588401	group_791	group_1021	lon_2
gene_3963	KLPN_ST2588402	cmoM	cmoM	cmoM
gene_3964	KLPN_ST2588403	group_6229	group_6649	infA
gene_3965	KLPN_ST2588404	group_2443	group_2320	ybdO_2
gene_3966	KLPN_ST2588405	group_2032	group_1907	rbsR_2
gene_3967	KLPN_ST2588406	group_2648	group_2519	aptA_1
gene_3968	KLPN_ST2588407	ybdK_1~~~ybdK_2	ybdK_1~~~ybdK_2	NA
gene_3969	KLPN_ST2588408	ecpE_2	ecpE_2	NA
gene_3970	KLPN_ST2588409	group_1564	group_1451	gltA_1
gene_3971	KLPN_ST2588410	group_2838	group_1156	ybaL
gene_3972	KLPN_ST2588411	group_1374	group_1282	ampG
gene_3973	KLPN_ST2588412	tsx	tsx	tsx
gene_3974	KLPN_ST2588413	group_3992	group_3755	aroL
gene_3975	KLPN_ST2588414	group_6734	group_7152	group_9211
gene_3976	KLPN_ST2588415	nqrE	nqrE	nqrE
gene_3977	KLPN_ST2588416	yaeQ	yaeQ	yaeQ
gene_3978	KLPN_ST2588417	group_70	group_111	group_6576
gene_3979	KLPN_ST2588418	ampD	ampD	ampD
gene_3980	KLPN_ST2588421	group_955	group_5426	hcpA_2
gene_3981	KLPN_ST2588422	fimA_2	fimA_2	fimA_2
gene_3982	KLPN_ST2588423	xylB_2~~~xylB_1~~~xylB_5	xylB_2~~~xylB_1~~~xylB_5	xylB_1
gene_3983	KLPN_ST2588428	group_2376	group_2251	livH_2
gene_3984	KLPN_ST2588430	nlpE	nlpE	nlpE
gene_3985	KLPN_ST2588466	paaE	paaE	paaE
gene_3986	KLPN_ST2588477	group_7132	group_7551	amiB
gene_3987	KLPN_ST25884	purU_1~~~purU_2	purU_1~~~purU_2	purU
gene_3988	KLPN_ST2588518	group_2875	group_2739	srlR_3
gene_3989	KLPN_ST2588532	group_518	group_649	dcp
gene_3990	KLPN_ST2588533	group_6712	group_7131	group_8303
gene_3991	KLPN_ST2588534	group_6180	group_6602	group_11762
gene_3992	KLPN_ST2588535	group_1509	group_1402	astB_2
gene_3993	KLPN_ST2588536	group_1356	group_1264	feaB_2
gene_3994	KLPN_ST2588537	nodD2	nodD2	nodD2_2
gene_3995	KLPN_ST2588538	group_1037	group_5706	dinI_2
gene_3996	KLPN_ST2588539	group_7848	group_8428	group_503
gene_3997	KLPN_ST2588540	group_5466	group_5330	group_11836
gene_3998	KLPN_ST2588543	group_2235	group_2112	hemH
gene_3999	KLPN_ST2588544	cyoB_2~~~cyoB_1~~~cyoB	cyoB_2~~~cyoB_1~~~cyoB	cyoB
gene_4000	KLPN_ST2588545	group_4896	group_4654	group_20810
gene_4001	KLPN_ST2588546	group_4390	group_4164	group_19306
gene_4002	KLPN_ST2588547	group_7154	group_7575	group_6567
gene_4003	KLPN_ST2588548	group_1453	group_1351	epsE_1
gene_4004	KLPN_ST2588549	group_3657	group_3428	leuD1
gene_4005	KLPN_ST2588550	group_4277	group_4050	folA
gene_4006	KLPN_ST2588551	group_4701	group_4462	group_20265
gene_4007	KLPN_ST2588552	group_2843	group_2710	deoC_2
gene_4008	KLPN_ST2588553	group_7809	group_8325	group_7364
gene_4009	KLPN_ST2588554	btsT	btsT	btsT
gene_4010	KLPN_ST2588555	group_8243	group_9018	group_9984
gene_4011	KLPN_ST2588557	pepA_2~~~pepA~~~pepA_1	pepA_2~~~pepA~~~pepA_1	pepA
gene_4012	KLPN_ST2588558	rhaS_7	rhaS_7	rhaS_11
gene_4013	KLPN_ST2588559	hflX	hflX	hflX
gene_4014	KLPN_ST2588563	tyrB_2~~~tyrB_3	tyrB_2~~~tyrB_3	tyrB_2
gene_4015	KLPN_ST2588564	group_112	group_160	group_9754
gene_4016	KLPN_ST2588565	group_3513	group_3292	thiE
gene_4017	KLPN_ST2588566	tatB	tatB	tatB
gene_4018	KLPN_ST2588567	hemY	hemY	hemY
gene_4019	KLPN_ST2588568	group_5090	group_4842	group_20151
gene_4020	KLPN_ST2588569	group_1522	group_1413	hslU
gene_4021	KLPN_ST2588570	ulaA_3	ulaA_3	group_9685
gene_4022	KLPN_ST2588571	group_1439	group_1340	hsrA_2
gene_4023	KLPN_ST2588572	axe16A~~~axe16A_2	axe16A~~~axe16A_2	axe1_6A
gene_4024	KLPN_ST2588577	malP_1~~~glvC	malP_1~~~glvC	malP_4
gene_4025	KLPN_ST2588578	group_6257	group_6676	chbA_3
gene_4026	KLPN_ST2588579	group_1996	group_1871	ada_2
gene_4027	KLPN_ST2588581	group_1723	group_1604	group_11835
gene_4028	KLPN_ST2588582	group_4055	group_3817	sodC
gene_4029	KLPN_ST2588583	group_7855	group_8434	cvrA
gene_4030	KLPN_ST2588584	ftsI_2	ftsI_2	ftsI_2
gene_4031	KLPN_ST2588585	group_4183	group_3946	ftnA_1
gene_4032	KLPN_ST2588586	group_2276	group_2153	cbl
gene_4033	KLPN_ST2588587	group_3765	group_3532	dcd
gene_4034	KLPN_ST2588588	fbaB	fbaB	fbaB
gene_4035	KLPN_ST2588589	group_4724	group_4485	group_20257
gene_4036	KLPN_ST2588590	yejG	yejG	yejG
gene_4037	KLPN_ST2588591	glpA	glpA	glpA
gene_4038	KLPN_ST2588592	ndhC	ndhC	ndhC
gene_4039	KLPN_ST2588593	flk	flk	flk
gene_4040	KLPN_ST2588594	nupC_1~~~nupC_2	nupC_1~~~nupC_2	nupC_1
gene_4041	KLPN_ST2588595	group_3379	group_3178	eutL
gene_4042	KLPN_ST2588596	bcp	bcp	bcp
gene_4043	KLPN_ST2588599	dtpB_1~~~dtpT	dtpB_1~~~dtpT	dtpT
gene_4044	KLPN_ST25885	osmC	osmC	osmC
gene_4045	KLPN_ST2588600	group_3007	group_2854	ygfF
gene_4046	KLPN_ST2588601	group_2977	group_2828	pldh_t
gene_4047	KLPN_ST2588602	group_6594	group_7009	group_11149
gene_4048	KLPN_ST2588605	ybjM	ybjM	ybjM
gene_4049	KLPN_ST2588606	aqpZ_2~~~aqpZ_3	aqpZ_2~~~aqpZ_3	aqpZ_1
gene_4050	KLPN_ST2588607	group_2619	group_2492	msbA_2
gene_4051	KLPN_ST2588608	zapC	zapC	zapC
gene_4052	KLPN_ST2588611	group_4395	group_4169	group_19894
gene_4053	KLPN_ST2588613	tus	tus	tus
gene_4054	KLPN_ST2588616	group_7106	group_7526	group_6289
gene_4055	KLPN_ST2588617	group_228	group_334	NA
gene_4056	KLPN_ST2588618	group_2052	group_1926	xecA1
gene_4057	KLPN_ST2588619	group_3974	group_3738	group_19987
gene_4058	KLPN_ST2588620	dapA_2	dapA_2	dapA_2
gene_4059	KLPN_ST2588621	cpo_1~~~cpo_2	cpo_1~~~cpo_2	cpo
gene_4060	KLPN_ST2588622	group_7716	group_8229	group_7472
gene_4061	KLPN_ST2588623	group_2845	group_2712	group_11261
gene_4062	KLPN_ST2588625	mprA	mprA	mprA
gene_4063	KLPN_ST2588626	btuD_3~~~mntB_3	btuD_3~~~mntB_3	mntB_3
gene_4064	KLPN_ST2588627	group_3528	group_3306	pduL
gene_4065	KLPN_ST2588628	lplT_2~~~lplT_1~~~lplT	lplT_2~~~lplT_1~~~lplT	lplT
gene_4066	KLPN_ST2588630	group_835	group_5528	yadG
gene_4067	KLPN_ST2588633	group_230	group_340	NA
gene_4068	KLPN_ST2588634	group_2202	group_2077	epmA
gene_4069	KLPN_ST2588635	group_3425	group_3216	ulaD
gene_4070	KLPN_ST2588636	group_4377	group_4143	pyrI
gene_4071	KLPN_ST2588637	group_7708	group_8221	group_5737
gene_4072	KLPN_ST2588638	group_5782	group_6032	group_11191
gene_4073	KLPN_ST2588639	oadG	oadG	oadG
gene_4074	KLPN_ST2588640	yabI_1	yabI_1	yabI_1
gene_4075	KLPN_ST2588641	group_2555	group_2432	speE
gene_4076	KLPN_ST2588642	group_4088	group_3853	gspH
gene_4077	KLPN_ST2588643	group_5757	group_5973	group_19255
gene_4078	KLPN_ST2588644	group_6675	group_7094	group_6772
gene_4079	KLPN_ST2588645	group_2204	group_2079	hemB
gene_4080	KLPN_ST2588646	group_4218	group_3987	group_19964
gene_4081	KLPN_ST2588647	btuD_9~~~yheI_2~~~yheI_1	btuD_9~~~yheI_2~~~yheI_1	yheI
gene_4082	KLPN_ST2588648	group_176	group_254	NA
gene_4083	KLPN_ST2588650	group_3017	group_2863	gltJ_2
gene_4084	KLPN_ST2588651	group_1373	group_1281	dtpD
gene_4085	KLPN_ST2588652	group_4895	group_4653	group_19282
gene_4086	KLPN_ST2588653	group_6272	group_6691	group_9075
gene_4087	KLPN_ST2588654	aptB	aptB	aptB_2
gene_4088	KLPN_ST2588655	moeB~~~moeB_2~~~moeB_1	moeB~~~moeB_2~~~moeB_1	moeB
gene_4089	KLPN_ST2588656	group_6228	group_6648	group_11691
gene_4090	KLPN_ST2588657	group_5492	group_5374	ihfB
gene_4091	KLPN_ST2588658	pyrD	pyrD	pyrD
gene_4092	KLPN_ST2588659	yeaW	yeaW	yeaW
gene_4093	KLPN_ST2588660	murJ	murJ	murJ
gene_4094	KLPN_ST2588661	group_2979	group_2830	butA
gene_4095	KLPN_ST2588662	topB_1~~~topB_2	topB_1~~~topB_2	topB_1
gene_4096	KLPN_ST2588663	sohB_2~~~sohB_1	sohB_2~~~sohB_1	sohB
gene_4097	KLPN_ST2588666	group_7356	group_7764	group_4725
gene_4098	KLPN_ST2588669	group_7756	group_8273	group_8178
gene_4099	KLPN_ST2588670	pqqB_2~~~pqqB~~~pqqB_1	pqqB_2~~~pqqB~~~pqqB_1	pqqB
gene_4100	KLPN_ST2588675	ycaC_2	ycaC_2	ycaC_2
gene_4101	KLPN_ST2588676	group_6694	group_7112	group_7528
gene_4102	KLPN_ST2588680	group_4397	group_4171	dut
gene_4103	KLPN_ST2588681	group_1755	group_1633	lldD_2
gene_4104	KLPN_ST2588686	group_8253	group_0	group_10050
gene_4105	KLPN_ST2588689	group_7618	group_8049	NA
gene_4106	KLPN_ST2588690	group_5758	group_5974	group_11791
gene_4107	KLPN_ST2588691	glpR_1	glpR_1	glpR_1
gene_4108	KLPN_ST2588692	paaX_1~~~paaX_2~~~paaX	paaX_1~~~paaX_2~~~paaX	paaX
gene_4109	KLPN_ST2588693	group_2911	group_2774	catD
gene_4110	KLPN_ST2588694	bioD1_1	bioD1_1	bioD1_2
gene_4111	KLPN_ST25886	group_832	group_7247	tenA_2
gene_4112	KLPN_ST258871	yfeO	yfeO	yfeO
gene_4113	KLPN_ST2588744	group_981	phnV_1~~~phnV_2	phnV_1
gene_4114	KLPN_ST258878	outN	outN	outN
gene_4115	KLPN_ST2588825	group_621	group_961	group_406
gene_4116	KLPN_ST2588836	group_6617	group_7039	group_9682
gene_4117	KLPN_ST2588870	group_869	group_5238	ndk
gene_4118	KLPN_ST2588871	group_3325	group_3136	queE
gene_4119	KLPN_ST2588872	group_3445	group_3233	fucA
gene_4120	KLPN_ST2588873	cbiA~~~cobB_2	cbiA~~~cobB_2	cbiA
gene_4121	KLPN_ST2588875	group_4166	group_3929	fimG
gene_4122	KLPN_ST2588876	sdhE	sdhE	sdhE
gene_4123	KLPN_ST2588877	group_2973	group_1174	ilvB_1
gene_4124	KLPN_ST2588878	group_3130	group_2960	group_20200
gene_4125	KLPN_ST2588879	group_5934	group_6349	group_9156
gene_4126	KLPN_ST2588880	treF_1~~~treF_2~~~treF	treF_1~~~treF_2~~~treF	treF
gene_4127	KLPN_ST2588881	pstA	pstA	pstA
gene_4128	KLPN_ST2588882	yihD	yihD	yihD
gene_4129	KLPN_ST2588883	group_7285	group_7697	group_9687
gene_4130	KLPN_ST2588884	group_387	group_472	priA
gene_4131	KLPN_ST2588885	group_2329	group_2205	ilvE
gene_4132	KLPN_ST2588886	group_1978	group_1854	hemE
gene_4133	KLPN_ST2588887	group_4410	group_4184	fdtC
gene_4134	KLPN_ST2588888	group_159	group_206	uvrA
gene_4135	KLPN_ST2588891	group_1573	group_1460	purA
gene_4136	KLPN_ST2588892	ytfJ	ytfJ	ytfJ
gene_4137	KLPN_ST2588893	group_5900	group_6301	relB
gene_4138	KLPN_ST2588894	iolI	iolI	iolI
gene_4139	KLPN_ST2588895	group_1024	NA	group_11901
gene_4140	KLPN_ST2588896	group_6521	group_6940	group_5162
gene_4141	KLPN_ST2588897	ttuB_3	ttuB_3	ttuB_4
gene_4142	KLPN_ST2588898	group_7648	group_8150	frlB_3
gene_4143	KLPN_ST2588899	ytjB	ytjB	ytjB
gene_4144	KLPN_ST2588900	ppnP	ppnP	ppnP
gene_4145	KLPN_ST2588902	group_881	group_5223	group_11291
gene_4146	KLPN_ST2588903	group_2194	group_2069	rbsR_4
gene_4147	KLPN_ST2588904	glnQ_1~~~occP	glnQ_1~~~occP	occP
gene_4148	KLPN_ST2588906	aroH	aroH	aroH
gene_4149	KLPN_ST2588907	pykF_2~~~pykF_1	pykF_2~~~pykF_1	pykF
gene_4150	KLPN_ST2588908	ykfA~~~mccF	ykfA~~~mccF	ykfA
gene_4151	KLPN_ST2588909	group_1416	group_1319	group_11335
gene_4152	KLPN_ST2588910	group_7595	group_8008	group_19152
gene_4153	KLPN_ST2588911	group_3774	group_3543	rsxB
gene_4154	KLPN_ST2588912	group_6029	group_6451	group_20965
gene_4155	KLPN_ST2588913	group_6421	group_6840	group_9363
gene_4156	KLPN_ST2588914	benC	benC	benC
gene_4157	KLPN_ST2588916	group_2488	group_2367	yofA_2
gene_4158	KLPN_ST2588917	aglB_2~~~aglB_3	aglB_2~~~aglB_3	malH
gene_4159	KLPN_ST2588918	metN_4~~~metN_3	metN_4~~~metN_3	metN2
gene_4160	KLPN_ST2588919	group_4320	group_4088	yhcH
gene_4161	KLPN_ST2588923	tomB	tomB	tomB
gene_4162	KLPN_ST2588924	group_4391	group_4165	decR
gene_4163	KLPN_ST2588925	panE_2~~~panE_1	panE_2~~~panE_1	panE
gene_4164	KLPN_ST2588926	group_3927	group_3695	group_20577
gene_4165	KLPN_ST2588927	yjhP_1~~~yjhP_2	yjhP_1~~~yjhP_2	yjhP
gene_4166	KLPN_ST2588928	gloB	gloB	gloB
gene_4167	KLPN_ST2588929	group_1497	group_1391	rseP
gene_4168	KLPN_ST2588930	group_4604	group_4374	pulG
gene_4169	KLPN_ST2588932	group_2353	group_2230	ddlB
gene_4170	KLPN_ST2588933	group_3066	group_1185	group_20053
gene_4171	KLPN_ST2588934	citC	citC	citC
gene_4172	KLPN_ST2588935	thrA_1~~~thrA~~~thrA_2	thrA_1~~~thrA~~~thrA_2	thrA
gene_4173	KLPN_ST2588936	group_1224	group_6890	group_6104
gene_4174	KLPN_ST2588937	group_1363	group_1271	opuE
gene_4175	KLPN_ST2588938	group_1817	group_1692	fldC
gene_4176	KLPN_ST2588939	group_4533	group_4307	group_11948
gene_4177	KLPN_ST2588940	intA_4~~~intA_3~~~intA_5	intA_4~~~intA_3~~~intA_5	NA
gene_4178	KLPN_ST2588941	frlD_2	frlD_2	frlD
gene_4179	KLPN_ST2588942	group_6237	group_6656	group_9604
gene_4180	KLPN_ST2588943	group_5589	group_5639	group_21070
