gene_name	panacota	panaroo	panaroodefault	roarydefault
gene_3386	KLPN_ST3076814	group_5290	group_5581	alsE_1
gene_3387	KLPN_ST3076815	mrkD	mrkD	mrkD
gene_3388	KLPN_ST3076817	group_1297	group_1509	group_5045
gene_3389	KLPN_ST3076818	pntB	pntB	pntB
gene_3390	KLPN_ST3076819	group_2758	group_3000	astB_1
gene_3391	KLPN_ST3076820	feaB_2	feaB_2	feaB_1
gene_3392	KLPN_ST3076821	nodD2	nodD2	nodD2
gene_3393	KLPN_ST3076823	group_1467	group_1681	group_3582
gene_3394	KLPN_ST3076824	group_3403	group_1666	yciV
gene_3395	KLPN_ST3076825	group_6904	group_4559	nadE
gene_3396	KLPN_ST3076826	group_2260	group_2470	msrB
gene_3397	KLPN_ST3076827	group_2100	group_2313	ansB
gene_3398	KLPN_ST3076828	group_1450	group_1662	potA_4
gene_3399	KLPN_ST3076829	group_7342	group_7559	group_15845
gene_3400	KLPN_ST3076830	group_1976	group_2184	group_15485
gene_3401	KLPN_ST3076831	rutD	rutD	rutD
gene_3402	KLPN_ST3076832	group_4103	group_6434	appY
gene_3403	KLPN_ST3076833	group_4059	group_4366	ssuC_2
gene_3404	KLPN_ST3076834	group_1826	group_2035	serC
gene_3405	KLPN_ST3076835	group_2426	group_2633	ltaE
gene_3406	KLPN_ST3076836	group_1588	group_1800	dacC
gene_3407	KLPN_ST3076837	group_2160	group_2373	glnH_3
gene_3408	KLPN_ST3076838	group_778	group_983	ybhK
gene_3409	KLPN_ST3076839	bluF_2~~~bluF_1	bluF_2~~~bluF_1	bluF_2
gene_3410	KLPN_ST3076840	group_6273	group_6539	pal_3
gene_3411	KLPN_ST3076841	group_5913	group_6189	kdpC
gene_3412	KLPN_ST3076842	group_273	group_270	cdiA
gene_3413	KLPN_ST3076843	group_1486	group_1700	ybdL
gene_3414	KLPN_ST3076844	group_173	group_173	cstA
gene_3415	KLPN_ST3076845	group_762	group_967	betB_2
gene_3416	KLPN_ST3076846	group_4646	group_4965	sorC_2
gene_3417	KLPN_ST3076847	yajO_3	yajO_3	group_3763
gene_3418	KLPN_ST3076848	group_2972	group_50	lpxL_1
gene_3419	KLPN_ST3076849	group_7074	group_7338	cueR
gene_3420	KLPN_ST3076850	lamB	lamB	lamB
gene_3421	KLPN_ST3076851	lon_2	lon_2	lon_1
gene_3422	KLPN_ST3076852	group_2581	group_2824	thiL
gene_3423	KLPN_ST3076853	group_583	group_793	mak_1
gene_3424	KLPN_ST3076854	group_1603	group_1815	group_15704
gene_3425	KLPN_ST3076855	group_7122	group_7379	group_7782
gene_3426	KLPN_ST3076856	group_1834	group_2043	group_5220
gene_3427	KLPN_ST3076857	group_4697	group_5024	dnaQ
gene_3428	KLPN_ST3076858	group_2218	group_2433	lpxD_2
gene_3429	KLPN_ST3076859	smc	smc	smc
gene_3430	KLPN_ST3076860	group_54	group_53	ddlB
gene_3431	KLPN_ST3076861	yabI_1	yabI_1	yabI_1
gene_3432	KLPN_ST3076863	group_5017	group_7131	arcA
gene_3433	KLPN_ST3076864	group_4694	group_6410	fhuF
gene_3434	KLPN_ST3076865	group_382	group_390	group_7588
gene_3435	KLPN_ST3076866	group_1575	group_1788	fldC
gene_3436	KLPN_ST3076867	roxA_2	roxA_2	roxA_2
gene_3437	KLPN_ST3076868	group_6852	group_7117	klcA_1
gene_3438	KLPN_ST3076869	group_2938	group_3177	ngcG
gene_3439	KLPN_ST3076870	group_2556	group_2798	mgtA
gene_3440	KLPN_ST3076871	ytfQ_2~~~ytfQ_1	ytfQ_2~~~ytfQ_1	ytfQ
gene_3441	KLPN_ST3076872	group_9379	group_9468	ulaE
gene_3442	KLPN_ST3076873	group_1270	group_1482	yjeM
gene_3443	KLPN_ST3076874	group_129	group_131	rcsC_4
gene_3444	KLPN_ST3076875	group_1593	group_1805	group_7388
gene_3445	KLPN_ST3076876	group_1355	group_1567	lamB_2
gene_3446	KLPN_ST3076877	group_6717	group_6968	yjaB
gene_3447	KLPN_ST3076878	group_1225	group_1432	scmP
gene_3448	KLPN_ST3076879	group_596	group_806	cbdA
gene_3449	KLPN_ST3076880	group_366	group_363	treS
gene_3450	KLPN_ST3076881	gltR	gltR	gltR
gene_3451	KLPN_ST3076882	group_1045	group_1251	group_5254
gene_3452	KLPN_ST3076883	group_6348	group_6615	pncC_1
gene_3453	KLPN_ST3076884	group_1589	group_1801	chbF
gene_3454	KLPN_ST3076885	sppA	sppA	sppA
gene_3455	KLPN_ST3076886	group_8475	group_8633	group_8121
gene_3456	KLPN_ST3076887	gloC	gloC	gloC
gene_3457	KLPN_ST3076888	group_5703	group_5984	lolA
gene_3458	KLPN_ST3076889	group_5020	group_7121	walR
gene_3459	KLPN_ST3076890	group_958	group_1163	pgaB
gene_3460	KLPN_ST3076892	group_110	group_111	bamA_1
gene_3461	KLPN_ST3076893	group_3214	group_3473	malG_2
gene_3462	KLPN_ST3076894	group_776	group_981	zraR
gene_3463	KLPN_ST3076895	group_6213	group_6480	hemG
gene_3464	KLPN_ST3076896	group_1318	group_1531	uvrD
gene_3465	KLPN_ST3076897	group_192	group_191	rep
gene_3466	KLPN_ST3076898	group_810	group_1014	group_5214
gene_3467	KLPN_ST3076899	group_7792	group_7968	rhaM
gene_3468	KLPN_ST3076900	group_626	group_835	hemN
gene_3469	KLPN_ST3076901	group_3408	group_3692	atpG
gene_3470	KLPN_ST3076903	group_3962	group_4270	manY
gene_3471	KLPN_ST3076904	group_497	group_659	group_6805
gene_3472	KLPN_ST3076906	group_1251	group_1461	gmuR
gene_3473	KLPN_ST3076907	group_2019	group_2229	group_3572
gene_3474	KLPN_ST3076910	yhjR	yhjR	yhjR
gene_3475	KLPN_ST3076911	nikD_2~~~nikD_1	nikD_2~~~nikD_1	nikD
gene_3476	KLPN_ST3076913	group_3529	group_3824	mntB_4
gene_3477	KLPN_ST3076914	group_1213	group_1421	hypF
gene_3478	KLPN_ST3076915	group_7621	group_7807	group_6483
gene_3479	KLPN_ST3076916	group_4412	group_4726	pheC
gene_3480	KLPN_ST3076917	group_456	group_572	group_8061
gene_3481	KLPN_ST3076920	group_7073	group_7337	group_6712
gene_3482	KLPN_ST3076921	group_8083	group_8251	pqqD
gene_3483	KLPN_ST3076923	group_5944	group_6222	sutR_1
gene_3484	KLPN_ST3076924	rsxD	rsxD	rsxD
gene_3485	KLPN_ST3076925	yahB	yahB	yahB
gene_3486	KLPN_ST3076926	group_2717	group_2958	ribY
gene_3487	KLPN_ST3076928	group_3867	group_4210	group_5436
gene_3488	KLPN_ST3076929	hflD	hflD	hflD
gene_3489	KLPN_ST3076930	group_1034	group_1240	bluR
gene_3490	KLPN_ST3076936	group_5329	group_5619	narV
gene_3491	KLPN_ST3076937	group_541	group_746	ydjE
gene_3492	KLPN_ST3076938	pucI	pucI	pucI
gene_3493	KLPN_ST3076939	pgtP	pgtP	pgtP
gene_3494	KLPN_ST3076944	group_3476	group_3779	lldR_3
gene_3495	KLPN_ST3076952	group_2716	group_2957	group_3191
gene_3496	KLPN_ST3077018	group_5535	group_5818	purN
gene_3497	KLPN_ST3077019	group_1506	group_1720	eutQ
gene_3498	KLPN_ST3077020	group_8303	group_8464	ptsH
gene_3499	KLPN_ST3077024	group_1943	group_2152	purF
gene_3500	KLPN_ST3077025	group_718	group_923	nuoK
gene_3501	KLPN_ST3077026	group_2557	group_2799	rcsD
gene_3502	KLPN_ST3077027	group_1815	group_2026	uxuA_1
gene_3503	KLPN_ST3077028	pat_1~~~yncA	pat_1~~~yncA	pat_2
gene_3504	KLPN_ST3077029	group_1512	group_1726	gci
gene_3505	KLPN_ST3077031	group_174	group_174	fusA_2
gene_3506	KLPN_ST3077032	group_2733	group_2972	cbl
gene_3507	KLPN_ST3077033	group_5550	group_5834	group_6749
gene_3508	KLPN_ST3077034	group_2695	group_2936	pykA
gene_3509	KLPN_ST3077035	group_4016	group_4324	rlmA
gene_3510	KLPN_ST3077036	ldcA_1~~~ldcA_2~~~ldcA	ldcA_1~~~ldcA_2~~~ldcA	ldcA
gene_3511	KLPN_ST3077037	group_1730	group_1942	group_4758
gene_3512	KLPN_ST3077038	group_1124	group_1328	chaB
gene_3513	KLPN_ST3077039	group_2314	group_2524	oppD_1
gene_3514	KLPN_ST3077040	fumD	fumD	fumD
gene_3515	KLPN_ST3077041	group_1305	group_1518	group_5233
gene_3516	KLPN_ST3077042	group_1860	group_2070	group_4654
gene_3517	KLPN_ST3077043	group_2475	group_2690	qorA_1
gene_3518	KLPN_ST3077044	group_5868	group_6149	sodB
gene_3519	KLPN_ST3077045	group_6846	group_7111	ydgK
gene_3520	KLPN_ST3077046	group_9262	group_9357	group_6643
gene_3521	KLPN_ST3077047	group_3042	group_3281	moxC
gene_3522	KLPN_ST3077048	group_1211	group_1419	cbdB
gene_3523	KLPN_ST3077049	acr1~~~hcaB	acr1~~~hcaB	hcaB
gene_3524	KLPN_ST3077050	group_4503	group_6150	pqqC
gene_3525	KLPN_ST3077051	group_2059	group_2272	fabF_1
gene_3526	KLPN_ST3077052	group_7812	group_7987	manP
gene_3527	KLPN_ST3077053	lacG	lacG	lacG
gene_3528	KLPN_ST3077054	group_9213	group_9312	group_7880
gene_3529	KLPN_ST3077055	group_3811	group_4153	group_5263
gene_3530	KLPN_ST3077056	group_6888	group_7159	marR
gene_3531	KLPN_ST3077057	group_1908	group_2116	ibpB_1
gene_3532	KLPN_ST3077058	tqsA	tqsA	tqsA
gene_3533	KLPN_ST3077059	group_9136	group_9241	group_7348
gene_3534	KLPN_ST3077060	aldA	aldA	aldA
gene_3535	KLPN_ST3077061	group_2896	group_3133	paaA
gene_3536	KLPN_ST3077062	group_1207	group_1415	dapL
gene_3537	KLPN_ST3077063	group_3167	group_3416	clpV1
gene_3538	KLPN_ST3077064	group_1383	group_1599	btuR
gene_3539	KLPN_ST3077065	group_2272	group_2482	ansA
gene_3540	KLPN_ST3077066	dgcP	dgcP	dgcP
gene_3541	KLPN_ST3077067	group_3920	group_4229	group_15821
gene_3542	KLPN_ST3077068	pyrC	pyrC	pyrC
gene_3543	KLPN_ST3077069	group_1745	group_1957	group_5185
gene_3544	KLPN_ST3077070	pdeG	pdeG	pdeG
gene_3545	KLPN_ST3077071	zapC_1~~~zapC_2~~~zapC	zapC_1~~~zapC_2~~~zapC	zapC
gene_3546	KLPN_ST3077072	group_739	group_944	group_2916
gene_3547	KLPN_ST3077073	group_3148	group_371	lysO
gene_3548	KLPN_ST3077074	group_1256	group_1466	ybjJ
gene_3549	KLPN_ST3077075	group_1614	group_1826	hcxA
gene_3550	KLPN_ST3077076	group_1786	group_1996	gcvA_3
gene_3551	KLPN_ST3077077	group_7385	group_7595	group_7542
gene_3552	KLPN_ST3077078	atsA_1~~~atsA_2	atsA_1~~~atsA_2	atsA
gene_3553	KLPN_ST3077079	group_761	group_966	cadB
gene_3554	KLPN_ST307707	group_1292	group_1504	eryH
gene_3555	KLPN_ST3077080	group_5342	group_5631	fetA
gene_3556	KLPN_ST3077082	group_7380	group_7590	group_15299
gene_3557	KLPN_ST3077083	group_246	group_245	dxs
gene_3558	KLPN_ST3077084	group_885	group_1085	phoR
gene_3559	KLPN_ST3077085	group_1345	group_1557	rocC
gene_3560	KLPN_ST3077086	group_7744	group_7920	group_14994
gene_3561	KLPN_ST3077087	group_551	group_761	gabP
gene_3562	KLPN_ST3077088	group_1206	group_1414	dauA_2
gene_3563	KLPN_ST3077089	group_2846	group_3085	pyrB
gene_3564	KLPN_ST3077090	group_2545	group_2787	yjfF
gene_3565	KLPN_ST3077091	group_8124	group_8289	group_7251
gene_3566	KLPN_ST3077092	group_1990	group_2199	rsgA
gene_3567	KLPN_ST3077093	group_7717	group_7897	cutA
gene_3568	KLPN_ST3077094	group_6176	group_6444	ykfA
gene_3569	KLPN_ST3077095	group_2292	group_2502	group_2172
gene_3570	KLPN_ST3077096	group_526	group_721	gltX
gene_3571	KLPN_ST3077097	group_3254	group_3513	group_5059
gene_3572	KLPN_ST3077098	group_2428	group_2635	group_3676
gene_3573	KLPN_ST3077099	rlmN	rlmN	rlmN
gene_3574	KLPN_ST3077100	group_960	group_1160	qseG
gene_3575	KLPN_ST3077101	group_6425	group_6689	recX
gene_3576	KLPN_ST3077102	group_5719	group_6002	hyfA_2
gene_3577	KLPN_ST3077103	group_567	group_777	group_3242
gene_3578	KLPN_ST3077104	group_2710	group_2951	cysG_1
gene_3579	KLPN_ST3077105	group_1196	group_1404	dmoA
gene_3580	KLPN_ST3077106	group_3364	group_3634	group_4540
gene_3581	KLPN_ST3077107	group_7515	group_7714	group_6366
gene_3582	KLPN_ST3077108	group_6927	group_7197	group_6343
gene_3583	KLPN_ST3077109	group_6713	group_6964	group_6325
gene_3584	KLPN_ST3077110	group_9422	group_9518	dtpT
gene_3585	KLPN_ST3077111	resA	resA	resA
gene_3586	KLPN_ST3077112	group_4101	group_4404	xynR
gene_3587	KLPN_ST3077113	cysK_2	cysK_2	cbs
gene_3588	KLPN_ST3077114	group_5874	group_6156	mdaB
gene_3589	KLPN_ST3077115	group_8710	group_8851	rpsU
gene_3590	KLPN_ST3077116	group_1183	group_1391	lsrD_2
gene_3591	KLPN_ST3077117	NA	NA	group_7082
gene_3592	KLPN_ST3077118	group_2454	group_2661	yhbU
gene_3593	KLPN_ST3077119	group_1001	group_1207	ibaG
gene_3594	KLPN_ST3077120	group_7152	group_7406	yhcB
gene_3595	KLPN_ST3077121	group_6031	group_6305	group_15063
gene_3596	KLPN_ST3077122	group_3035	group_3278	group_4629
gene_3597	KLPN_ST3077123	group_2660	group_2901	eptB
gene_3598	KLPN_ST3077124	group_178	group_178	recG
gene_3599	KLPN_ST3077125	group_6175	group_6443	group_6533
gene_3600	KLPN_ST3077126	group_1112	group_1316	phnR
gene_3601	KLPN_ST3077127	group_2170	group_2383	group_5196
gene_3602	KLPN_ST3077128	group_637	group_846	glmU
gene_3603	KLPN_ST3077129	polA	polA	polA
gene_3604	KLPN_ST3077130	group_107	group_108	metL
gene_3605	KLPN_ST3077131	group_7098	group_7358	group_15304
gene_3606	KLPN_ST3077132	group_772	group_977	pepQ
gene_3607	KLPN_ST3077133	group_5270	group_5561	group_15042
gene_3608	KLPN_ST3077134	group_5877	group_6159	group_8066
gene_3609	KLPN_ST3077135	group_1727	group_1939	lptF
gene_3610	KLPN_ST3077136	dgaE	dgaE	dgaE
gene_3611	KLPN_ST3077137	group_4643	group_4960	cysQ
gene_3612	KLPN_ST3077138	group_8894	group_9020	group_7235
gene_3613	KLPN_ST3077139	group_94	group_95	elfC
gene_3614	KLPN_ST3077141	group_8676	group_8820	group_7876
gene_3615	KLPN_ST3077142	group_7987	group_8160	group_7864
gene_3616	KLPN_ST3077143	group_1956	group_2163	group_1898
gene_3617	KLPN_ST3077144	nimR_2	nimR_2	nimR_2
gene_3618	KLPN_ST3077145	group_7596	group_7786	osmE
gene_3619	KLPN_ST3077147	group_5206	group_5531	nanR
gene_3620	KLPN_ST3077148	bglH_2~~~bglH_3~~~bglH_4	bglH_2~~~bglH_3~~~bglH_4	bglH_3
gene_3621	KLPN_ST3077150	group_8158	group_8322	group_15073
gene_3622	KLPN_ST3077155	smg_1~~~smg_2~~~smg	smg_1~~~smg_2~~~smg	smg
gene_3623	KLPN_ST3077156	group_7889	group_8068	rplW
gene_3624	KLPN_ST3077161	group_6962	group_7231	pduE_2
gene_3625	KLPN_ST3077162	ygjV	ygjV	ygjV
gene_3626	KLPN_ST3077164	group_976	group_1181	gatZ
gene_3627	KLPN_ST3077165	group_734	group_939	argG
gene_3628	KLPN_ST3077166	group_7999	group_8172	hpf
gene_3629	KLPN_ST307718	nnr_1~~~nnr_2~~~nnr	nnr_1~~~nnr_2~~~nnr	nnr
gene_3630	KLPN_ST3077244	trmL_1	trmL_1	trmL_1
gene_3631	KLPN_ST3077276	group_3581	group_3893	lpxT
gene_3632	KLPN_ST307735	nimR_4~~~nimR_1	nimR_4~~~nimR_1	nimR_1
gene_3633	KLPN_ST3077365	group_2006	group_2216	yccS
gene_3634	KLPN_ST3077366	group_8712	group_8853	group_7926
gene_3635	KLPN_ST3077367	group_6473	group_6732	lrp_2
gene_3636	KLPN_ST3077368	ybjO	ybjO	ybjO
gene_3637	KLPN_ST3077370	group_7274	group_7500	group_15364
gene_3638	KLPN_ST3077371	ybiO	ybiO	ybiO
gene_3639	KLPN_ST3077372	group_6940	group_7207	tolR
gene_3640	KLPN_ST3077373	group_782	group_984	group_5109
gene_3641	KLPN_ST3077374	group_5821	group_6102	lptE
gene_3642	KLPN_ST3077377	group_2121	group_2335	puuB_1
gene_3643	KLPN_ST3077378	rbsA_3~~~mglA_1	rbsA_3~~~mglA_1	group_2699
gene_3644	KLPN_ST3077379	group_7595	group_7785	group_15002
gene_3645	KLPN_ST3077380	group_2927	group_3166	group_4808
gene_3646	KLPN_ST3077381	group_3399	group_1649	tesB
gene_3647	KLPN_ST3077382	group_757	group_962	group_4803
gene_3648	KLPN_ST3077383	group_2940	group_3179	group_3424
gene_3649	KLPN_ST3077384	group_1536	group_1750	glpP
gene_3650	KLPN_ST3077385	group_3422	group_3713	group_15895
gene_3651	KLPN_ST3077386	group_3585	group_2550	group_15708
gene_3652	KLPN_ST3077387	group_435	group_530	dgt
gene_3653	KLPN_ST3077388	group_671	group_876	pcnB
gene_3654	KLPN_ST3077389	group_2741	group_2980	nadC
gene_3655	KLPN_ST3077390	group_1814	group_2025	leuB
gene_3656	KLPN_ST3077391	group_7313	group_7534	apaG
gene_3657	KLPN_ST3077392	group_1625	group_1838	dnaJ
gene_3658	KLPN_ST3077393	group_1155	group_1362	deoB
gene_3659	KLPN_ST3077394	group_7224	group_5539	agaC
gene_3660	KLPN_ST3077395	hpaB	hpaB	hpaB
gene_3661	KLPN_ST3077397	group_4510	group_4372	tatD
gene_3662	KLPN_ST3077398	group_6257	group_6523	hemD
gene_3663	KLPN_ST3077399	group_351	group_348	ilvG
gene_3664	KLPN_ST3077400	group_1192	group_1400	ftsN
gene_3665	KLPN_ST3077401	group_8177	group_8343	group_16006
gene_3666	KLPN_ST3077402	group_6387	group_6654	mobB
gene_3667	KLPN_ST3077409	ligB_1~~~ligB_2~~~ligB	ligB_1~~~ligB_2~~~ligB	ligB
gene_3668	KLPN_ST3077410	group_2862	group_3100	hldD
gene_3669	KLPN_ST3077411	group_2672	group_2913	xylG_2
gene_3670	KLPN_ST3077413	group_702	group_907	gor
gene_3671	KLPN_ST3077414	group_5619	group_5904	group_15442
gene_3672	KLPN_ST3077415	group_6227	group_6494	gntK
gene_3673	KLPN_ST3077416	group_5315	group_5605	yrfG
gene_3674	KLPN_ST3077417	group_233	group_232	yheS_2
gene_3675	KLPN_ST3077418	group_7862	group_8041	rpsN
gene_3676	KLPN_ST3077419	group_7008	group_7275	ispD
gene_3677	KLPN_ST3077420	group_2167	group_2380	hemS
gene_3678	KLPN_ST3077421	hycG	hycG	hycG
gene_3679	KLPN_ST3077422	group_740	group_945	atsB
gene_3680	KLPN_ST3077423	group_3393	group_3673	cadA
gene_3681	KLPN_ST3077424	fetB	fetB	fetB
gene_3682	KLPN_ST3077425	group_2441	group_2648	group_2142
gene_3683	KLPN_ST3077426	fadM	fadM	fadM
gene_3684	KLPN_ST3077427	group_3142	group_3394	ispA
gene_3685	KLPN_ST3077428	group_808	group_1012	brnQ
gene_3686	KLPN_ST3077429	group_2867	group_3110	mmuM
gene_3687	KLPN_ST3077430	group_1003	group_1209	intS
gene_3688	KLPN_ST3077431	group_491	group_653	gabD_1
gene_3689	KLPN_ST3077432	group_5876	group_6158	gmhA
gene_3690	KLPN_ST3077433	group_3018	group_3257	dnaE
gene_3691	KLPN_ST3077434	fhuA_3~~~fhuA_2	fhuA_3~~~fhuA_2	fhuA_2
gene_3692	KLPN_ST3077443	group_2702	group_2943	sacA
gene_3693	KLPN_ST3077444	group_3288	group_3547	recB
gene_3694	KLPN_ST3077445	group_1781	group_1993	cbiD
gene_3695	KLPN_ST3077446	group_741	group_946	group_6394
gene_3696	KLPN_ST3077447	yqcC	yqcC	yqcC
gene_3697	KLPN_ST3077448	group_2107	group_2321	rpoS
gene_3698	KLPN_ST3077449	group_7576	group_7769	group_6446
gene_3699	KLPN_ST3077450	group_2308	group_2522	ascG_1
gene_3700	KLPN_ST3077451	group_2819	group_3059	emrA_2
gene_3701	KLPN_ST3077452	group_6094	group_6364	fimA
gene_3702	KLPN_ST3077453	group_5817	group_6098	grpE
gene_3703	KLPN_ST3077454	yfiC	yfiC	yfiC
gene_3704	KLPN_ST3077455	lpdC	lpdC	lpdC
gene_3705	KLPN_ST3077456	group_4618	group_4933	mipA
gene_3706	KLPN_ST3077457	astB_2~~~astB_1	astB_2~~~astB_1	astB_2
gene_3707	KLPN_ST3077458	group_2665	group_2906	trpB
gene_3708	KLPN_ST3077459	sapD	sapD	sapD
gene_3709	KLPN_ST3077460	group_4416	group_4728	group_7194
gene_3710	KLPN_ST3077461	group_3034	group_3270	bdcA_1
gene_3711	KLPN_ST3077462	group_6849	group_7114	hslJ
gene_3712	KLPN_ST3077463	group_769	group_974	slyA_2
gene_3713	KLPN_ST3077464	group_7790	group_7966	group_7341
gene_3714	KLPN_ST3077465	group_2135	group_2348	dcuS
gene_3715	KLPN_ST3077467	group_8674	group_8818	group_7843
gene_3716	KLPN_ST3077468	group_6234	group_6501	ttr
gene_3717	KLPN_ST3077469	group_2764	group_3006	pucM
gene_3718	KLPN_ST3077470	group_800	group_1004	lcfB
gene_3719	KLPN_ST3077471	group_3010	group_3251	rbsK_1
gene_3720	KLPN_ST3077472	namA_1	namA_1	namA_1
gene_3721	KLPN_ST3077473	dgcM_1~~~dgcM~~~dgcM_2	dgcM_1~~~dgcM~~~dgcM_2	dgcM
gene_3722	KLPN_ST3077474	celA_1	celA_1	celA_1
gene_3723	KLPN_ST3077475	group_5769	group_6053	ppa_1
gene_3724	KLPN_ST3077476	group_6814	group_7079	group_6798
gene_3725	KLPN_ST3077477	group_3457	group_3755	proQ
gene_3726	KLPN_ST3077478	yebC	yebC	yebC
gene_3727	KLPN_ST3077484	group_319	group_317	ilvB_1
gene_3728	KLPN_ST3077485	murQ_1	murQ_1	murQ_1
gene_3729	KLPN_ST3077486	group_4791	group_5103	bcsQ_1
gene_3730	KLPN_ST3077487	group_2965	group_3205	nikC
gene_3731	KLPN_ST3077488	group_5796	group_4768	glpR_4
gene_3732	KLPN_ST3077489	group_4413	group_5995	gph
gene_3733	KLPN_ST3077490	group_170	group_170	fusA_1
gene_3734	KLPN_ST3077491	group_6969	group_7238	zntR
gene_3735	KLPN_ST3077492	group_2291	group_2501	argR
gene_3736	KLPN_ST3077493	group_1835	group_2045	mlaE
gene_3737	KLPN_ST3077494	group_771	group_976	garP_2
gene_3738	KLPN_ST3077495	group_385	group_393	lsrK
gene_3739	KLPN_ST3077496	group_8155	group_8319	group_15039
gene_3740	KLPN_ST3077497	group_2047	group_2260	cpdA_1
gene_3741	KLPN_ST3077498	group_7563	group_7758	group_15734
gene_3742	KLPN_ST3077499	group_7720	group_7900	doxA
gene_3743	KLPN_ST3077500	group_2088	group_2301	gcvT
gene_3744	KLPN_ST3077501	group_7952	group_8127	group_15267
gene_3745	KLPN_ST3077502	group_5926	group_6202	group_6324
gene_3746	KLPN_ST3077503	ygdR_1	ygdR_1	ygdR_3
gene_3747	KLPN_ST3077505	group_286	group_283	group_6389
gene_3748	KLPN_ST3077506	group_557	group_768	group_6405
gene_3749	KLPN_ST3077507	group_1631	group_1844	group_4555
gene_3750	KLPN_ST3077508	group_2018	group_2228	NA
gene_3751	KLPN_ST3077509	group_1778	group_1988	hycA
gene_3752	KLPN_ST3077510	group_1928	group_2135	recA
gene_3753	KLPN_ST3077511	ygaV	ygaV	ygaV
gene_3754	KLPN_ST3077512	group_3957	group_4265	group_6512
gene_3755	KLPN_ST3077513	yfiH	yfiH	yfiH
gene_3756	KLPN_ST3077514	group_8995	group_9113	group_15207
gene_3757	KLPN_ST3077515	mdh_2	mdh_2	mdh_1
gene_3758	KLPN_ST3077516	cynR_3	cynR_3	cynR_1
gene_3759	KLPN_ST3077517	group_8235	group_8397	group_7188
gene_3760	KLPN_ST3077518	dnaK_1	dnaK_1	dnaK_2
gene_3761	KLPN_ST3077519	group_7624	group_7809	group_14944
gene_3762	KLPN_ST3077520	group_457	group_576	amyA
gene_3763	KLPN_ST3077521	group_4640	group_4957	cmoA
gene_3764	KLPN_ST3077522	group_2337	group_2544	group_4739
gene_3765	KLPN_ST3077523	group_3211	group_3470	cynR_2
gene_3766	KLPN_ST3077525	ydcY	ydcY	ydcY
gene_3767	KLPN_ST3077534	group_9212	group_9311	group_7071
gene_3768	KLPN_ST3077536	yhcO	yhcO	yhcO
gene_3769	KLPN_ST3077572	group_1465	group_1678	nlpE
gene_3770	KLPN_ST3077651	yraJ	yraJ	fimD_1
gene_3771	KLPN_ST3077715	group_1057	group_1263	group_7977
gene_3772	KLPN_ST3077727	dmsC_2	dmsC_2	dmsC_2
gene_3773	KLPN_ST3077780	group_2418	group_2625	purR_2
gene_3774	KLPN_ST3077781	group_3199	group_3453	guaD_1
gene_3775	KLPN_ST3077791	group_3466	group_3766	amiC_1
gene_3776	KLPN_ST307783	cusC_3	cusC_3	cusC_3
gene_3777	KLPN_ST3077974	group_3837	group_4179	group_589
gene_3778	KLPN_ST3077998	group_2069	group_2282	crp
gene_3779	KLPN_ST3077999	rssB_2	rssB_2	group_2626
gene_3780	KLPN_ST3078040	gabR_3~~~gabR_2	gabR_3~~~gabR_2	gabR_4
gene_3781	KLPN_ST3078067	group_2722	group_2962	thpA_1
gene_3782	KLPN_ST3078077	glpT_2~~~glpT_3~~~glpT_1	glpT_2~~~glpT_3~~~glpT_1	glpT_2
gene_3783	KLPN_ST3078090	yjmB	yjmB	NA
gene_3784	KLPN_ST3078113	group_4111	group_4452	NA
gene_3785	KLPN_ST3078168	group_1182	group_1390	ssuA_1
gene_3786	KLPN_ST3078169	group_2353	group_2561	ccmE
gene_3787	KLPN_ST3078170	group_1475	group_1689	group_4661
gene_3788	KLPN_ST3078171	group_3249	group_3508	gcvA_2
gene_3789	KLPN_ST3078172	group_5738	group_6022	gstA
gene_3790	KLPN_ST3078173	group_2885	group_3123	tehA_2
gene_3791	KLPN_ST3078174	group_7913	group_8091	group_6653
gene_3792	KLPN_ST3078175	group_1669	group_1882	maeA
gene_3793	KLPN_ST3078176	zapE	zapE	zapE
gene_3794	KLPN_ST3078177	group_1343	group_1555	hyuA
gene_3795	KLPN_ST3078178	group_2849	group_3088	NA
gene_3796	KLPN_ST3078179	pgtB_2~~~pgtB_1	pgtB_2~~~pgtB_1	pgtB
gene_3797	KLPN_ST3078180	group_861	group_1064	malH
gene_3798	KLPN_ST3078181	group_4501	group_4363	metN2
gene_3799	KLPN_ST3078182	group_3487	group_3788	garP_1
gene_3800	KLPN_ST3078183	rob_2	rob_2	rob_1
gene_3801	KLPN_ST3078184	group_9334	group_9425	group_7360
gene_3802	KLPN_ST3078185	group_3603	group_3912	tsaR_1
gene_3803	KLPN_ST3078186	yedF	yedF	yedF
gene_3804	KLPN_ST3078187	group_2966	group_3206	paaE
gene_3805	KLPN_ST3078188	group_2808	group_3051	tyrB_1
gene_3806	KLPN_ST3078189	pspD	pspD	pspD
gene_3807	KLPN_ST3078190	group_3086	group_3327	topA_1
gene_3808	KLPN_ST3078191	cedA	cedA	cedA
gene_3809	KLPN_ST3078192	group_5276	group_5567	pyrG_2
gene_3810	KLPN_ST3078193	group_2747	group_2987	mnmA
gene_3811	KLPN_ST3078194	bhsA_2	bhsA_2	bhsA_2
gene_3812	KLPN_ST3078195	group_5466	group_5753	group_14950
gene_3813	KLPN_ST3078196	group_2803	group_3046	nupC_1
